responden_id,Q1. Apakah Anda bersedia menjadi responden dalam penelitian ini?,Apakah Anda memenuhi seluruh kriteria responden di atas?,jenis_kelamin,usia,semester,uang_saku_bulanan,perguruan_tinggi,frekuensi_penggunaan,jenis_transaksi_dominan,jumlah_ewallet_aktif_raw,ewallet_utama,ewallet_digunakan,lama_penggunaan,nominal_transaksi,pengeluaran_ewallet_bulanan,alasan_utama,kondisi_penggunaan,promo_memengaruhi,frekuensi_pindah_promo,Q22/S1.1. E-wallet membantu saya melakukan transaksi dengan lebih cepat.,Q23/S1.2. E-wallet membuat aktivitas pembayaran saya menjadi lebih praktis.,Q24/S1.3. E-wallet membantu saya memenuhi kebutuhan transaksi sehari-hari.,Q25/S1.4. E-wallet lebih efisien dibandingkan pembayaran tunai dalam beberapa situasi.,Q26/S2.1. Aplikasi e-wallet mudah saya gunakan.,Q27/S2.2. Fitur-fitur pada e-wallet mudah saya pahami.,Q28/S2.3. Saya tidak mengalami kesulitan saat melakukan transaksi menggunakan e-wallet.,Q29/S2.4. Proses top-up saldo e-wallet mudah dilakukan.,Q30/S3.1. Saya merasa saldo saya aman saat menggunakan e-wallet.,Q31/S3.2. Saya merasa transaksi menggunakan e-wallet terlindungi dengan baik.,"Q32/S3.3. Fitur keamanan seperti PIN, OTP, atau verifikasi biometrik membuat saya merasa lebih aman.",Q33/S3.4. Saya merasa data pribadi saya aman saat menggunakan e-wallet.,Q34/S4.1. Saya percaya penyedia e-wallet mampu menjaga keamanan transaksi saya.,Q35/S4.2. Saya percaya penyedia e-wallet akan membantu jika terjadi masalah transaksi.,Q36/S4.3. Saya percaya informasi pribadi saya dikelola dengan baik oleh penyedia e-wallet.,Q37/S4.4. Saya merasa nyaman menyimpan saldo di aplikasi e-wallet.,Q38/S5.1. Promo atau cashback membuat saya lebih tertarik menggunakan e-wallet.,Q39/S5.2. Saya lebih sering menggunakan e-wallet ketika ada promo atau diskon.,Q40/S5.3. Saya memilih e-wallet tertentu karena promo yang ditawarkan lebih menarik.,Q41/S5.4. Promo atau cashback menjadi salah satu alasan utama saya menggunakan e-wallet.,Q42/S6.1. Saya khawatir saldo e-wallet saya dapat hilang karena kesalahan sistem atau penyalahgunaan akun.,Q43/S6.2. Saya khawatir data pribadi saya disalahgunakan saat menggunakan e-wallet.,Q44/S6.3. Saya merasa penggunaan e-wallet memiliki risiko keamanan tertentu.,Q45/S6.4. Saya ragu menggunakan e-wallet untuk transaksi dengan nominal besar.,fitur_dibutuhkan,perlu_ditingkatkan,niat_lanjut,kepuasan,saran,S1_kegunaan_mean,S2_kemudahan_mean,S3_keamanan_mean,S4_kepercayaan_mean,S5_promo_insentif_mean,S6_persepsi_risiko_mean,jumlah_ewallet_dari_multiselect,jumlah_ewallet_outlier_flag,jumlah_ewallet_aktif_clean,usia_clean,semester_encoded,uang_saku_encoded,frekuensi_penggunaan_encoded,lama_penggunaan_encoded,nominal_transaksi_encoded,pengeluaran_ewallet_bulanan_encoded,promo_memengaruhi_encoded,frekuensi_pindah_promo_encoded,niat_lanjut_encoded,kepuasan_encoded,cluster,nama_segmen
168,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp500.000 – Rp999.999,Universitas Telkom,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,4.0,DANA,"DANA, GoPay, OVO, ShopeePay, LinkAja, iSaku",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Memengaruhi,Sering,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,Transfer gratis,Biaya admin,Berniat,5.0,,4.5,4.5,4.5,4.25,4.5,4.0,6,False,4.0,22.0,8.0,2,5,5,4,5,4,4,4,5.0,1,Pengguna Aktif Responsif Promo
169,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 5,Kurang dari Rp500.000,Universitas Muhammadiyah Luwuk,"Sering, 6–10 kali dalam seminggu",Transfer ke teman / orang lain,3.0,OVO,"DANA, GoPay",2 tahun – kurang dari 3 tahun,Rp100.000 – Rp199.999,Rp500.000 – Rp999.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Cukup memengaruhi,Sangat sering,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,Cashback transaksi,Jumlah promo/cashback,Berniat,5.0,,5.0,4.25,4.5,4.5,4.25,5.0,2,False,3.0,21.0,5.0,1,4,4,4,4,3,5,4,5.0,1,Pengguna Aktif Responsif Promo
170,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp1.000.000 – Rp1.499.999,Universitas Kristen Satya Wacana,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,DANA,"DANA, ShopeePay",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Memengaruhi,Sering,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Top-up mudah dan murah,Kemudahan top-up,Berniat,5.0,,4.5,4.75,4.25,4.75,4.75,5.0,2,False,2.0,19.0,2.0,3,2,2,2,2,4,4,4,5.0,1,Pengguna Aktif Responsif Promo
171,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,24.0,Semester 9 atau lebih,Rp1.500.000 – Rp1.999.999,Universitas Sebelas Maret,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,5.0,,4.5,4.25,4.25,4.5,4.5,4.5,5,False,4.0,24.0,9.0,4,5,5,3,5,4,5,5,5.0,1,Pengguna Aktif Responsif Promo
172,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 5,Rp3.000.000 atau lebih,Universitas Negeri Malang,"Sering, 6–10 kali dalam seminggu",Transportasi,3.0,GoPay,"DANA, GoPay, OVO, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat tidak membawa uang tunai,Sangat memengaruhi,Sering,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,Keamanan akun yang lebih kuat,Keamanan akun,Sangat berniat,4.0,,4.25,4.5,4.5,4.5,4.5,4.5,4,False,3.0,21.0,5.0,6,4,4,2,4,5,4,5,4.0,1,Pengguna Aktif Responsif Promo
173,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.500.000 – Rp1.999.999,Universitas Islam Indonesia,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,iSaku,"DANA, GoPay, OVO, ShopeePay, LinkAja",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Sangat memengaruhi,Sangat sering,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Berniat,5.0,,4.0,4.5,4.75,4.75,4.25,4.5,5,False,2.0,22.0,8.0,4,2,2,2,2,5,5,4,5.0,1,Pengguna Aktif Responsif Promo
174,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.500.000 – Rp1.999.999,Universitas Udayana,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Sering,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,Keamanan akun yang lebih kuat,Keamanan akun,Sangat berniat,5.0,,4.75,4.75,4.25,4.5,4.5,4.75,3,False,3.0,22.0,8.0,4,4,4,2,4,4,4,5,5.0,1,Pengguna Aktif Responsif Promo
175,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 3,Rp500.000 – Rp999.999,Universitas Sumatera Utara,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,4.0,GoPay,"DANA, GoPay, OVO, ShopeePay",3 tahun atau lebih,Rp25.000 – Rp49.999,Rp1.000.000 atau lebih,Tidak perlu membawa uang tunai,Saat ada promo/cashback,Sangat memengaruhi,Sering,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,5.0,,4.25,4.75,4.75,4.25,4.5,4.5,4,False,4.0,20.0,3.0,2,5,5,2,5,5,4,5,5.0,1,Pengguna Aktif Responsif Promo
176,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 5,Rp1.000.000 – Rp1.499.999,Universitas Andalas,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,Integrasi dengan aplikasi belanja/transportasi,Kecepatan transaksi,Berniat,4.0,,4.25,4.5,4.5,4.25,4.5,4.0,5,False,4.0,21.0,5.0,3,5,5,4,5,4,5,4,4.0,1,Pengguna Aktif Responsif Promo
177,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp2.000.000 – Rp2.999.999,Universitas Gadjah Mada,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Sangat sering,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Transfer gratis,Biaya admin,Sangat berniat,4.0,,4.0,4.25,4.25,4.5,4.5,4.25,3,False,3.0,22.0,8.0,5,4,4,2,4,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
178,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,22.0,Semester 8,Rp3.000.000 atau lebih,Universitas Katolik Indonesia Atma Jaya,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Tidak memengaruhi,Tidak pernah,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Promo makanan/minuman,Jumlah promo/cashback,Tidak berniat,2.0,,2.0,1.5,1.75,1.75,1.25,1.25,5,False,4.0,22.0,8.0,6,5,5,3,5,2,1,2,2.0,2,Pengguna Positif Moderat/Selektif
179,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,23.0,Semester 9 atau lebih,Rp1.000.000 – Rp1.499.999,Universitas Diponegoro,"Sering, 6–10 kali dalam seminggu",Belanja online,3.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Mudah untuk belanja online,Saat belanja online,Memengaruhi,Sangat sering,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,Integrasi dengan aplikasi belanja/transportasi,Kecepatan transaksi,Sangat berniat,5.0,,4.25,4.75,4.75,4.5,4.0,4.5,5,False,3.0,23.0,9.0,3,4,4,3,4,4,5,5,5.0,1,Pengguna Aktif Responsif Promo
180,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp1.000.000 – Rp1.499.999,Universitas Lambung Mangkurat,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,DANA,"DANA, ShopeePay",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Memengaruhi,Sering,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,Top-up mudah dan murah,Kemudahan top-up,Sangat berniat,4.0,,4.75,4.5,4.5,4.75,4.75,4.75,2,False,2.0,19.0,2.0,3,2,2,2,2,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
181,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,18.0,Semester 1,Kurang dari Rp500.000,Universitas Negeri Medan,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat tidak membawa uang tunai,Sangat memengaruhi,Sangat sering,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Top-up mudah dan murah,Kemudahan top-up,Sangat berniat,5.0,,4.5,4.25,4.25,4.25,4.25,4.25,5,False,3.0,18.0,1.0,1,4,4,2,4,5,5,5,5.0,1,Pengguna Aktif Responsif Promo
182,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 6,Kurang dari Rp500.000,Universitas HKBP Nommensen,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,4.0,,3.75,4.5,4.25,4.25,4.5,4.25,5,False,4.0,21.0,6.0,1,5,5,3,5,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
183,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 1,Rp1.000.000 – Rp1.499.999,Universitas Dian Nuswantoro,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,GoPay,"DANA, GoPay, OVO, LinkAja",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Banyak merchant yang menerima e-wallet,Saat membeli makanan/minuman,Memengaruhi,Sering,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,Transfer gratis,Biaya admin,Sangat berniat,4.0,,4.25,4.5,4.25,4.5,4.25,4.5,4,False,3.0,19.0,1.0,3,4,4,2,4,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
184,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,21.0,Semester 5,Rp1.500.000 – Rp1.999.999,Universitas Amikom Yogyakarta,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,DANA,"DANA, OVO",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Memengaruhi,Sering,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Keamanan akun yang lebih kuat,Keamanan akun,Sangat berniat,4.0,,4.75,4.25,4.25,4.75,4.0,4.25,2,False,2.0,21.0,5.0,4,2,2,2,2,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
185,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,18.0,Semester 1,Rp1.000.000 – Rp1.499.999,Universitas Islam Indonesia,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sering,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Cashback transaksi,Jumlah promo/cashback,Sangat berniat,4.0,,4.25,4.5,4.25,4.75,4.25,4.25,5,False,4.0,18.0,1.0,3,5,5,4,5,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
186,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,23.0,Semester 9 atau lebih,Rp1.500.000 – Rp1.999.999,Universitas Bina Nusantara,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,GoPay,"DANA, GoPay, OVO",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Sangat sering,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Sangat berniat,4.0,,4.75,4.5,4.5,4.5,4.5,4.5,3,False,3.0,23.0,9.0,4,4,4,2,4,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
187,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 3,Rp500.000 – Rp999.999,Universitas Negeri Yogyakarta,"Sering, 6–10 kali dalam seminggu",Transfer ke teman / orang lain,3.0,OVO,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp100.000 – Rp199.999,Rp500.000 – Rp999.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Sangat tidak memengaruhi,Tidak pernah,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Integrasi dengan aplikasi belanja/transportasi,Kecepatan transaksi,Tidak berniat,2.0,,1.5,1.75,2.0,1.75,1.5,1.5,5,False,3.0,20.0,3.0,2,4,4,4,4,1,1,2,2.0,2,Pengguna Positif Moderat/Selektif
188,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,22.0,Semester 8,Rp2.000.000 – Rp2.999.999,Institut Teknologi Bandung,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,LinkAja,"GoPay, LinkAja",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Sangat memengaruhi,Sangat sering,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Top-up mudah dan murah,Kemudahan top-up,Berniat,5.0,,4.75,4.75,5.0,4.25,4.5,5.0,2,False,2.0,22.0,8.0,5,2,2,2,2,5,5,4,5.0,1,Pengguna Aktif Responsif Promo
189,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 3,Rp3.000.000 atau lebih,Institut Teknologi Bandung,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,4.0,DANA,"DANA, GoPay, OVO, ShopeePay",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Sangat memengaruhi,Sangat sering,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,Promo makanan/minuman,Jumlah promo/cashback,Berniat,5.0,,4.5,4.5,4.0,4.5,4.25,4.5,4,False,4.0,20.0,3.0,6,5,5,4,5,5,5,4,5.0,1,Pengguna Aktif Responsif Promo
190,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 3,Rp3.000.000 atau lebih,Universitas 17 Agustus 1945 Surabaya,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,5.0,DANA,"OVO, ShopeePay",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Sangat tidak memengaruhi,Jarang,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,Pembayaran UKT/kampus,Perlindungan data pribadi,Sangat tidak berniat,2.0,,1.75,2.0,2.0,1.75,1.75,1.5,2,False,5.0,20.0,3.0,6,5,5,4,5,1,2,1,2.0,2,Pengguna Positif Moderat/Selektif
191,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 1,Kurang dari Rp500.000,Universitas Pendidikan Indonesia,"Sering, 6–10 kali dalam seminggu",Belanja online,3.0,ShopeePay,"DANA, OVO, ShopeePay",1 tahun – kurang dari 2 tahun,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Mudah untuk belanja online,Saat belanja online,Sangat memengaruhi,Sangat sering,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Top-up mudah dan murah,Kemudahan top-up,Berniat,4.0,,4.0,4.0,4.25,4.0,4.5,4.5,3,False,3.0,19.0,1.0,1,4,3,3,4,5,5,4,4.0,1,Pengguna Aktif Responsif Promo
192,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 1,Rp2.000.000 – Rp2.999.999,Universitas Bina Nusantara,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,5.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sering,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,4.0,,4.75,4.5,4.25,4.25,4.5,4.25,5,False,5.0,19.0,1.0,5,5,5,4,5,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
193,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 3,Rp500.000 – Rp999.999,Universitas Islam Negeri Mataram,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,GoPay,"DANA, GoPay, OVO, LinkAja",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Banyak merchant yang menerima e-wallet,Saat membeli makanan/minuman,Memengaruhi,Sangat sering,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,Top-up mudah dan murah,Kemudahan top-up,Berniat,5.0,,4.5,4.25,4.25,4.75,4.0,4.0,4,False,3.0,20.0,3.0,2,4,4,2,4,4,5,4,5.0,1,Pengguna Aktif Responsif Promo
194,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 7,Rp500.000 – Rp999.999,Universitas Muhammadiyah Surabaya,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"OVO, ShopeePay",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,Integrasi dengan aplikasi belanja/transportasi,Kecepatan transaksi,Sangat berniat,5.0,,5.0,5.0,5.0,4.75,4.75,4.75,2,False,4.0,22.0,7.0,2,5,5,4,5,5,5,5,5.0,1,Pengguna Aktif Responsif Promo
